date-time,atmospheric pressure (mBar),rainfall (mm),wind speed (m/s),wind direction (degrees),surface temperature (C),relative humidity (%),solar flux (Kw/m2),battery (V)
2015/05/01 03:56,1013,0.0,0.604,234.3,2.096,68.06,0.0,13.99
2015/05/01 03:57,1013,0.0,1.458,247.5,1.989,68.35,0.0,13.99
2015/05/01 03:58,1013,0.0,0.896,246.9,1.962,68.58,0.0,13.99
2015/05/01 03:59,1013,0.0,0.125,251.5,1.921,68.65,0.0,13.99
2015/05/01 04:00,1013,0.0,1.521,253.3,1.875,68.84,0.0,13.99
2015/05/01 04:01,1013,0.0,1.542,252.3,1.834,69.01,0.0,13.99
2015/05/01 04:02,1013,0.0,1.771,254.5,1.823,69.24,0.0,13.99
2015/05/01 04:03,1013,0.0,1.167,253.9,1.828,69.24,0.0,13.99
2015/05/01 04:04,1013,0.0,0.125,249.9,1.812,69.3,0.0,13.99
2015/05/01 04:05,1013,0.0,0.479,247.3,1.765,69.3,0.0,13.99
2015/05/01 04:06,1013,0.0,0.375,255.5,1.743,69.44,0.0,13.99
2015/05/01 04:07,1013,0.0,0.0,0.0,1.727,69.5,0.0,13.99
2015/05/01 04:08,1013,0.0,0.625,241.1,1.694,69.57,0.0,13.99
2015/05/01 04:09,1013,0.0,0.104,262.6,1.637,69.63,0.0,13.99
2015/05/01 04:10,1013,0.0,0.0,0.0,1.623,69.83,0.0,13.99
2015/05/01 04:11,1013,0.0,0.271,259.9,1.631,69.93,0.0,13.99
2015/05/01 04:12,1013,0.0,1.271,253.6,1.626,69.96,0.0,13.99
2015/05/01 04:13,1013,0.0,1.167,247.9,1.626,69.96,0.0,13.99
2015/05/01 04:14,1013,0.0,1.271,253.1,1.612,70.0,0.0,13.99
2015/05/01 04:15,1013,0.0,0.979,249.9,1.571,70.1,0.0,13.99
2015/05/01 04:16,1013,0.0,0.063,258.5,1.557,70.2,0.0,13.99
2015/05/01 04:17,1013,0.0,0.0,0.0,1.571,70.3,0.0,13.99
2015/05/01 04:18,1013,0.0,0.833,250.7,1.538,70.2,0.0,13.99
2015/05/01 04:19,1013,0.0,0.729,246.9,1.508,70.3,0.0,13.99
2015/05/01 04:20,1013,0.0,0.0,0.0,1.489,70.3,0.0,14.0
2015/05/01 04:21,1013,0.0,0.0,0.0,1.461,70.4,0.0,14.0
2015/05/01 04:22,1013,0.0,0.0,0.0,1.464,70.6,0.0,14.0
2015/05/01 04:23,1013,0.0,0.0,0.0,1.489,70.6,0.0,14.0
2015/05/01 04:24,1013,0.0,0.0,0.0,1.519,70.5,0.0,14.0
2015/05/01 04:25,1013,0.0,0.0,0.0,1.53,70.5,0.0,14.0
2015/05/01 04:26,1013,0.0,0.0,0.0,1.533,70.5,0.0,14.0
2015/05/01 04:27,1013,0.0,0.0,0.0,1.538,70.6,0.0,14.0
2015/05/01 04:28,1013,0.0,0.0,0.0,1.524,70.4,0.0,14.0
2015/05/01 04:29,1013,0.0,0.0,0.0,1.497,70.2,0.0,14.0
2015/05/01 04:30,1013,0.0,0.0,0.0,1.461,70.2,0.0,14.0
2015/05/01 04:31,1013,0.0,0.0,0.0,1.467,70.3,0.0,14.0
2015/05/01 04:32,1013,0.0,0.0,0.0,1.489,70.3,0.0,14.0
2015/05/01 04:33,1013,0.0,0.0,0.0,1.494,70.3,0.0,14.0
2015/05/01 04:34,1013,0.0,0.0,0.0,1.522,70.2,0.0,14.0
2015/05/01 04:35,1013,0.0,0.0,0.0,1.549,70.2,0.0,14.0
2015/05/01 04:36,1013,0.0,0.0,0.0,1.585,70.0,0.0,14.0
2015/05/01 04:37,1013,0.0,0.125,270.9,1.596,69.96,0.0,14.0
2015/05/01 04:38,1013,0.0,0.875,265.8,1.612,69.89,0.0,14.0
2015/05/01 04:39,1013,0.0,0.375,268.4,1.631,69.76,0.0,14.0
2015/05/01 04:40,1013,0.0,0.208,267.7,1.642,69.63,0.0,14.0
2015/05/01 04:41,1013,0.0,0.0,0.0,1.645,69.57,0.0,14.0
2015/05/01 04:42,1013,0.0,0.0,0.0,1.634,69.5,0.0,14.0
2015/05/01 04:43,1013,0.0,0.0,0.0,1.634,69.5,0.0,14.0
2015/05/01 04:44,1013,0.0,0.0,0.0,1.642,69.5,0.0,14.0
2015/05/01 04:45,1013,0.0,0.042,287.2,1.645,69.44,0.0,14.0
2015/05/01 04:46,1013,0.0,0.0,0.0,1.637,69.4,0.0,14.0
2015/05/01 04:47,1013,0.0,0.0,0.0,1.634,69.37,0.0,14.0
2015/05/01 04:48,1013,0.0,0.125,226.1,1.623,69.44,0.0,14.0
2015/05/01 04:49,1013,0.0,0.104,273.4,1.604,69.44,0.0,14.01
2015/05/01 04:50,1013,0.0,0.729,276.7,1.574,69.5,0.0,14.0
2015/05/01 04:51,1013,0.0,1.396,276.4,1.568,69.57,0.0,14.0
2015/05/01 04:52,1013,0.0,0.583,282.7,1.544,69.57,0.0,14.01
2015/05/01 04:53,1013,0.0,0.104,273.5,1.527,69.76,0.0,14.01
2015/05/01 04:54,1013,0.0,0.208,282.1,1.53,69.83,0.0,14.01
2015/05/01 04:55,1013,0.0,0.438,295.0,1.53,69.89,0.0,14.01
2015/05/01 04:56,1013,0.0,0.542,294.4,1.535,69.96,0.0,14.01
2015/05/01 04:57,1013,0.0,0.0,0.0,1.519,69.96,0.0,14.01
2015/05/01 04:58,1013,0.0,0.167,274.7,1.502,69.96,0.0,14.01
2015/05/01 04:59,1013,0.0,0.375,274.8,1.494,70.0,0.0,14.01
2015/05/01 05:00,1013,0.0,0.021,262.5,1.481,70.0,0.0,14.01
2015/05/01 05:01,1013,0.0,0.0,0.0,1.456,70.1,0.0,14.01
2015/05/01 05:02,1013,0.0,0.0,0.0,1.445,70.1,0.0,14.01
2015/05/01 05:03,1013,0.0,0.0,0.0,1.442,70.2,0.0,14.01
2015/05/01 05:04,1013,0.0,0.0,0.0,1.418,70.2,0.0,14.01
2015/05/01 05:05,1013,0.0,0.0,0.0,1.412,70.4,0.0,14.01
2015/05/01 05:06,1013,0.0,0.0,0.0,1.431,70.5,0.0,14.01
2015/05/01 05:07,1013,0.0,0.0,0.0,1.423,70.6,0.0,14.01
2015/05/01 05:08,1013,0.0,0.0,0.0,1.42,70.6,0.0,14.01
2015/05/01 05:09,1013,0.0,0.0,0.0,1.429,70.6,0.0,14.01
2015/05/01 05:10,1013,0.0,0.0,0.0,1.431,70.6,0.0,14.01
2015/05/01 05:11,1013,0.0,0.0,0.0,1.434,70.6,0.0,14.01
2015/05/01 05:12,1013,0.0,0.0,0.0,1.423,70.6,0.0,14.01
2015/05/01 05:13,1013,0.0,0.0,0.0,1.393,70.6,0.0,14.02
2015/05/01 05:14,1013,0.0,0.0,0.0,1.371,70.6,0.0,14.01
2015/05/01 05:15,1013,0.0,0.0,0.0,1.349,70.7,0.0,14.01
2015/05/01 05:16,1013,0.0,0.0,0.0,1.24,70.5,0.0,14.02
2015/05/01 05:17,1013,0.0,0.0,0.0,1.111,70.6,0.0,14.02
2015/05/01 05:18,1013,0.0,0.0,0.0,1.016,70.9,0.0,14.01
2015/05/01 05:19,1013,0.0,0.0,0.0,0.98,71.3,0.0,14.02
2015/05/01 05:20,1013,0.0,0.0,0.0,1.021,71.7,0.0,14.02
2015/05/01 05:21,1013,0.0,0.833,243.7,1.067,71.8,0.0,14.02
2015/05/01 05:22,1013,0.0,1.333,253.9,1.021,71.9,0.0,14.02
2015/05/01 05:23,1013,0.0,1.729,265.5,1.051,72.1,0.0,14.02
2015/05/01 05:24,1013,0.0,1.688,267.3,1.128,72.1,0.0,14.02
2015/05/01 05:25,1013,0.0,1.688,269.5,1.185,72.1,0.0,14.02
2015/05/01 05:26,1013,0.0,1.354,273.6,1.226,71.9,0.0,14.02
2015/05/01 05:27,1013,0.0,0.063,274.6,1.262,71.7,0.0014798,14.02
2015/05/01 05:28,1013,0.0,0.0,0.0,1.292,71.6,0.0014798,14.02
2015/05/01 05:29,1013,0.0,1.354,276.0,1.338,71.4,0.0014798,14.02
